full_text,cleaned-texts,stemmed-texts,tokenized-texts,pre-process,sentiment_score,sentiment
Selama pemilu ket cilik sampek saiki sing tak rasakno hasile yo mek jamane gus dur.. Karo SBY.  Gus Dur: pas poso sampe rioyo iso full prei.. 🤣🤣 SBY: onok BPJS wayae darurat kesehatan alhamdulillah iso teratasi. Mbo presiden liane ganok efek e sing langsung kenek nang aku,selama pemilu ket cilik sampek saiki sing tak rasakno hasile yo mek jamane gus dur   karo sby   gus dur  pas poso sampe rioyo iso full prei      sby  onok bpjs wayae darurat kesehatan alhamdulillah iso teratasi  mbo presiden liane ganok efek e sing langsung kenek nang aku,lama milu ket cilik sampek saiki sing tak rasakno hasile yo mek jamane gus dur karo sby gus dur pas poso sampe rioyo iso full prei sby onok bpjs wayae darurat sehat alhamdulillah iso atas mbo presiden liane ganok efek e sing langsung kenek nang aku,,lama milu ket cilik sampek saiki sing tak rasakno hasile yo mek jamane gus dur karo sby gus dur pas poso sampe rioyo iso full prei sby onok bpjs wayae darurat sehat alhamdulillah iso atas mbo presiden liane ganok efek e sing langsung kenek nang aku,15,Positif
"Pemilu berikutnya, mari bersatu buat bikin strategi pemenangan paslon yang betulan bagus secara visi misi, TAPIIII… dengan cara berkampanye yang ngikutin karakter sebagian besar masyarakat Indonesia. Masa iya sih ga bisa? 🤔",pemilu berikutnya  mari bersatu buat bikin strategi pemenangan paslon yang betulan bagus secara visi misi  tapiiii  dengan cara berkampanye yang ngikutin karakter sebagian besar masyarakat indonesia  masa iya sih ga bisa   ,milu ikut mari satu buat bikin strategi menang paslon yang betul bagus cara visi misi tapiiii dengan cara kampanye yang ngikutin karakter bagi besar masyarakat indonesia masa iya sih ga bisa,,milu ikut mari satu buat bikin strategi menang paslon yang betul bagus cara visi misi tapiiii dengan cara kampanye yang ngikutin karakter bagi besar masyarakat indonesia masa iya sih ga bisa,12,Positif
janji janjii lo pada!   tbh klo suruh pilih sih kataku biar Tuhan &amp  semesta aja yang seleksi. Caranya semua paslon di iket di tiang tertinggi di tengah badai hujan halilintar petir. Yang masih idup yg menang. Tapi ini kan ga mungkin ye wak. Pemilu skrg tuh bukan milih yg terbaik.,janji janjii lo pada    tbh klo suruh pilih sih kataku biar tuhan  amp  semesta aja yang seleksi  caranya semua paslon di iket di tiang tertinggi di tengah badai hujan halilintar petir  yang masih idup yg menang  tapi ini kan ga mungkin ye wak  pemilu skrg tuh bukan milih yg terbaik ,janji janji lo pada tbh klo suruh pilih sih kata biar tuhan amp semesta aja yang seleksi cara semua paslon di iket di tiang tinggi di tengah badai hujan halilintar petir yang masih idup yg menang tapi ini kan ga mungkin ye wak milu skrg tuh bukan milih yg baik,,janji janji lo pada tbh klo suruh pilih sih kata biar tuhan amp semesta aja yang seleksi cara semua paslon di iket di tiang tinggi di tengah badai hujan halilintar petir yang masih idup yg menang tapi ini kan ga mungkin ye wak milu skrg tuh bukan milih yg baik,-18,Negatif
"— Closing statement Pak Ketua Ganjar di debat terakhir —  Yuk, temen-temen tanggal 14 Februari 2024 nanti jangan lupa untuk pilih, jangan golput karena pemilu besok tidak hanya menentukan 5 tahun ke depan tapi bisa juga 10 tahun ke depan 🥹🥹🥹 https://t.co/dTPt9p4SGW",  closing statement pak ketua ganjar di debat terakhir    yuk  temen temen tanggal 14 februari 2024 nanti jangan lupa untuk pilih  jangan golput karena pemilu besok tidak hanya menentukan 5 tahun ke depan tapi bisa juga 10 tahun ke depan     https   t co dtpt9p4sgw,closing statement pak ketua ganjar di debat akhir yuk temen temen tanggal 14 februari 2024 nanti jangan lupa untuk pilih jangan golput karena milu besok tidak hanya tentu 5 tahun ke depan tapi bisa juga 10 tahun ke depan https t co dtpt9p4sgw,,closing statement pak ketua ganjar di debat akhir yuk temen temen tanggal 14 februari 2024 nanti jangan lupa untuk pilih jangan golput karena milu besok tidak hanya tentu 5 tahun ke depan tapi bisa juga 10 tahun ke depan https t co dtpt9p4sgw,-8,Negatif
"Krn sudah ditegur langsung, Debat kali ini lebih tertib, tidak ada sental-sentil sarkas antar paslon. Pemilu damai",krn sudah ditegur langsung  debat kali ini lebih tertib  tidak ada sental sentil sarkas antar paslon  pemilu damai,krn sudah tegur langsung debat kali ini lebih tertib tidak ada sental sentil sarkas antar paslon milu damai,,krn sudah tegur langsung debat kali ini lebih tertib tidak ada sental sentil sarkas antar paslon milu damai,8,Positif
@blissfulnim @cakimiNOW @kwetiawsifud pemilu taun ini aneh bgt fakkkk, blissfulnim  cakiminow  kwetiawsifud pemilu taun ini aneh bgt fakkkk,blissfulnim cakiminow kwetiawsifud milu taun ini aneh bgt fakkkk,,blissfulnim cakiminow kwetiawsifud milu taun ini aneh bgt fakkkk,-3,Negatif
Mak jleb dan tepat sasaran pernyataan Ganjar Pranowo terkait politisasi bansos demi kebutuhan elektoral pemilu https://t.co/g20NC4Ds69,mak jleb dan tepat sasaran pernyataan ganjar pranowo terkait politisasi bansos demi kebutuhan elektoral pemilu https   t co g20nc4ds69,mak jleb dan tepat sasar nyata ganjar pranowo kait politisasi bansos demi butuh elektoral milu https t co g20nc4ds69,,mak jleb dan tepat sasar nyata ganjar pranowo kait politisasi bansos demi butuh elektoral milu https t co g20nc4ds69,4,Positif
"@lilst0pid @convomf Iii ko bisa gituu ... Infokan dong puhh, saya pemula di pemilu🙏🏻🙏🏻", lilst0pid  convomf iii ko bisa gituu     infokan dong puhh  saya pemula di pemilu    ,lilst0pid convomf iii ko bisa gituu info dong puhh saya mula di milu,,lilst0pid convomf iii ko bisa gituu info dong puhh saya mula di milu,-4,Negatif
@KompasTV Kritik terhadap JKW menyoroti urgensi untuk memastikan kemerdekaan dan neNetralitas lembaga penyelenggara pemilu., kompastv kritik terhadap jkw menyoroti urgensi untuk memastikan kemerdekaan dan neNetralitas lembaga penyelenggara pemilu ,kompastv kritik hadap jkw sorot urgensi untuk pasti merdeka dan neNetralitas lembaga selenggara milu,,kompastv kritik hadap jkw sorot urgensi untuk pasti merdeka dan neNetralitas lembaga selenggara milu,-3,Negatif
Ketiga calon presiden dalam Pemilu 2024 memamerkan strategi untuk meningkatkan kualitas hidup masyarakat Indonesia. #Polhuk #AdadiKompas   https://t.co/4PR4KyHGHc,ketiga calon presiden dalam pemilu 2024 memamerkan strategi untuk meningkatkan kualitas hidup masyarakat indonesia   polhuk  adadikompas   https   t co 4pr4000yhghc,tiga calon presiden dalam milu 2024 pamer strategi untuk tingkat kualitas hidup masyarakat indonesia polhuk adadikompas https t co 4pr4000yhghc,,tiga calon presiden dalam milu 2024 pamer strategi untuk tingkat kualitas hidup masyarakat indonesia polhuk adadikompas https t co 4pr4000yhghc,16,Positif
"Diingat baik-baik yah, tugas negara menciptakan kesejahteraan sosial.  Bukan bantuan sosial, apalagi dipinggir jalan pas momen dekat pemilu 😓  Ganjar Pranowo Tiga Kali Lebih Sejahtera Jan Ethes Kiky Ganjar-Mahfud Mas Ganjar Erick Ngonten #AniesFinalStage #WaktunyaPrabowoGibran https://t.co/nKnf0vCMRf",diingat baik baik yah  tugas negara menciptakan kesejahteraan sosial   bukan bantuan sosial  apalagi dipinggir jalan pas momen dekat pemilu    ganjar pranowo tiga kali lebih sejahtera jan ethes kiky ganjar mahfud mas ganjar erick ngonten  aniesfinalstage  waktunyaprabowogibran https   t co nknf0vcmrf,ingat baik baik yah tugas negara cipta sejahtera sosial bukan bantu sosial apalagi pinggir jalan pas momen dekat milu ganjar pranowo tiga kali lebih sejahtera jan ethes kiky ganjar mahfud mas ganjar erick ngonten aniesfinalstage waktunyaprabowogibran https t co nknf0vcmrf,,ingat baik baik yah tugas negara cipta sejahtera sosial bukan bantu sosial apalagi pinggir jalan pas momen dekat milu ganjar pranowo tiga kali lebih sejahtera jan ethes kiky ganjar mahfud mas ganjar erick ngonten aniesfinalstage waktunyaprabowogibran https t co nknf0vcmrf,42,Positif
@TeddGus Sia2 partai Garuda ikut pemilu... Buang2 duit negara aja buat nyetak kartu suaranya.., teddgus sia2 partai garuda ikut pemilu    buang2 duit negara aja buat nyetak kartu suaranya  ,teddgus sia2 partai garuda ikut milu buang2 duit negara aja buat nyetak kartu suara,,teddgus sia2 partai garuda ikut milu buang2 duit negara aja buat nyetak kartu suara,-2,Negatif
HAHAHHAHA asli aku tuh gak terlalu mengikuti perpolitikan…  Tapi beneran pemilu kali ini paling bikin bingung 😂  Masa iya cap cip cup 😭,hahahhaha asli aku tuh gak terlalu mengikuti perpolitikan   tapi beneran pemilu kali ini paling bikin bingung    masa iya cap cip cup  ,hahahhaha asli aku tuh gak terlalu ikut politik tapi beneran milu kali ini paling bikin bingung masa iya cap cip cup,,hahahhaha asli aku tuh gak terlalu ikut politik tapi beneran milu kali ini paling bikin bingung masa iya cap cip cup,-5,Negatif
gak mau tweet apapun sampai pemilu selesai… https://t.co/fV0UHh2PWr,gak mau tweet apapun sampai pemilu selesai  https   t co fv0uhh2pwr,gak mau tweet apa sampai milu selesai https t co fv0uhh2pwr,,gak mau tweet apa sampai milu selesai https t co fv0uhh2pwr,-11,Negatif
"@AstroWorld1337 @Mdy_Asmara1701 Omong kosong ngeri kali jan ethes masih kecil bukan arah sini kalau merasa panik jangan kayak gini dong kelihatan banget serendah itu pemikirannya. Lagian juga pemilu yang milih rakyat, bukan 31k surat sudah tercoblos", astroworld1337  mdy asmara1701 omong kosong ngeri kali jan ethes masih kecil bukan arah sini kalau merasa panik jangan kayak gini dong kelihatan banget serendah itu pemikirannya  lagian juga pemilu yang milih rakyat  bukan 31000 surat sudah tercoblos,astroworld1337 mdy asmara1701 omong kosong ngeri kali jan ethes masih kecil bukan arah sini kalau rasa panik jangan kayak gin dong lihat banget serendah itu pikir lagi juga milu yang milih rakyat bukan 31000 surat sudah coblos,,astroworld1337 mdy asmara1701 omong kosong ngeri kali jan ethes masih kecil bukan arah sini kalau rasa panik jangan kayak gin dong lihat banget serendah itu pikir lagi juga milu yang milih rakyat bukan 31000 surat sudah coblos,-36,Negatif
tuhkan wkwkwkwkwkwkwkwkwkwkwk asli deh dia habis pemilu mending bikin antologi sajak pemilu atau apa gitu biar berlanjut cuannya. siapa tau ada yg beli cetakan antologinya kan? siapa tau.,tuhkan wkwkwkwkwkwkwkwkwkwkwk asli deh dia habis pemilu mending bikin antologi sajak pemilu atau apa gitu biar berlanjut cuannya  siapa tau ada yg beli cetakan antologinya kan  siapa tau ,tuhkan wkwkwkwkwkwkwkwkwkwkwk asli deh dia habis milu mending bikin antologi sajak milu atau apa gitu biar lanjut cuannya siapa tau ada yg beli cetak antologi kan siapa tau,,tuhkan wkwkwkwkwkwkwkwkwkwkwk asli deh dia habis milu mending bikin antologi sajak milu atau apa gitu biar lanjut cuannya siapa tau ada yg beli cetak antologi kan siapa tau,-18,Negatif
@kangjaill Bansos yg januari diundur pas febuari pas pemilu. Itu bapaknya siapa ya?, kangjaill bansos yg januari diundur pas febuari pas pemilu  itu bapaknya siapa ya ,kangjaill bansos yg januari undur pas febuari pas milu itu bapak siapa ya,,kangjaill bansos yg januari undur pas febuari pas milu itu bapak siapa ya,2,Positif
"GABISA, LUCU SEMUA MEME PEMILU INI",gabisa  lucu semua meme pemilu ini,gabisa lucu semua meme milu ini,,gabisa lucu semua meme milu ini,0,Netral
gua maapin 02 kalau mereka mundur dari pemilu 👍,gua maapin 02 kalau mereka mundur dari pemilu  ,gua maapin 02 kalau mereka mundur dari milu,,gua maapin 02 kalau mereka mundur dari milu,-6,Negatif
Gubernur Kalteng ajak masyarakat sukseskan pemilu sebagai perwujudan nilai demokrasi  https://t.co/duqkpm0F8S,gubernur kalteng ajak masyarakat sukseskan pemilu sebagai perwujudan nilai demokrasi  https   t co duqkpm0f8s,gubernur kalteng ajak masyarakat sukses milu bagai wujud nilai demokrasi https t co duqkpm0f8s,,gubernur kalteng ajak masyarakat sukses milu bagai wujud nilai demokrasi https t co duqkpm0f8s,13,Positif
berharap yg terbaik kepada paslon 03 semoga bisa menang di pemilu nanti  Ganjar Menang Total Semua Kerja Semua Murah,berharap yg terbaik kepada paslon 03 semoga bisa menang di pemilu nanti  ganjar menang total semua kerja semua murah,harap yg baik kepada paslon 03 moga bisa menang di milu nanti ganjar menang total semua kerja semua murah,,harap yg baik kepada paslon 03 moga bisa menang di milu nanti ganjar menang total semua kerja semua murah,16,Positif
"Tahun ini kita tau banyak kontroversi yang terjadi di pemilu, jadi please tentuin pilihan kita sebaik mungkin. Politik itu ngga ada yang bersih, tapi kita bisa milih paslon mana yang merepresentasikan cita-cita indonesia menurut kita, cari paslon yang gagasannya sesuai dengan",tahun ini kita tau banyak kontroversi yang terjadi di pemilu  jadi please tentuin pilihan kita sebaik mungkin  politik itu ngga ada yang bersih  tapi kita bisa milih paslon mana yang merepresentasikan cita cita indonesia menurut kita  cari paslon yang gagasannya sesuai dengan,tahun ini kita tau banyak kontroversi yang jadi di milu jadi please tentuin pilih kita baik mungkin politik itu ngga ada yang bersih tapi kita bisa milih paslon mana yang representasi cita cita indonesia turut kita cari paslon yang gagas sesuai dengan,,tahun ini kita tau banyak kontroversi yang jadi di milu jadi please tentuin pilih kita baik mungkin politik itu ngga ada yang bersih tapi kita bisa milih paslon mana yang representasi cita cita indonesia turut kita cari paslon yang gagas sesuai dengan,4,Positif
"Closing statement dari saya.   Pemilu udah tinggal dikit lagi, golput memang masih jadi hak politik untuk ngga memilih, tapi coba tolong dipikir lagi buat ngegunain suaranya. 1 suara kalian bisa bawa perubahan buat negara, entah ke arah yang lebih baik atau ke arah yang buruk.",closing statement dari saya    pemilu udah tinggal dikit lagi  golput memang masih jadi hak politik untuk ngga memilih  tapi coba tolong dipikir lagi buat ngegunain suaranya  1 suara kalian bisa bawa perubahan buat negara  entah ke arah yang lebih baik atau ke arah yang buruk ,closing statement dari saya milu udah tinggal dikit lagi golput memang masih jadi hak politik untuk ngga pilih tapi coba tolong pikir lagi buat ngegunain suara 1 suara kalian bisa bawa ubah buat negara entah ke arah yang lebih baik atau ke arah yang buruk,,closing statement dari saya milu udah tinggal dikit lagi golput memang masih jadi hak politik untuk ngga pilih tapi coba tolong pikir lagi buat ngegunain suara 1 suara kalian bisa bawa ubah buat negara entah ke arah yang lebih baik atau ke arah yang buruk,-3,Negatif
Kebaca bgt anjir cmn pengen naikin elektabilitas doang mendekati pemilu,kebaca bgt anjir cmn pengen naikin elektabilitas doang mendekati pemilu,baca bgt anjir cmn ken naikin elektabilitas doang dekat milu,,baca bgt anjir cmn ken naikin elektabilitas doang dekat milu,-11,Negatif
"NeNetralitas ASN, TNI, BIN, dan Polri menjadi kunci utama untuk memastikan proses demokrasi yang adil dan bebas dari intervensi politik. Mari bersama-sama menjaga integritas pemilu demi masa depan yang lebih baik. #PemiluAdil #pemiluaman #PemiluDamai https://t.co/skMTJDye96",neNetralitas asn  tni  bin  dan polri menjadi kunci utama untuk memastikan proses demokrasi yang adil dan bebas dari intervensi politik  mari bersama sama menjaga integritas pemilu demi masa depan yang lebih baik   pemiluadil  pemiluaman  pemiludamai https   t co skmtjdye96,neNetralitas asn tni bin dan polri jadi kunci utama untuk pasti proses demokrasi yang adil dan bebas dari intervensi politik mari sama sama jaga integritas milu demi masa depan yang lebih baik pemiluadil pemiluaman pemiludamai https t co skmtjdye96,,neNetralitas asn tni bin dan polri jadi kunci utama untuk pasti proses demokrasi yang adil dan bebas dari intervensi politik mari sama sama jaga integritas milu demi masa depan yang lebih baik pemiluadil pemiluaman pemiludamai https t co skmtjdye96,22,Positif
@Gerindra prabowo saya mendukung dan akan memilih anda dalam pemilu https://t.co/K31sXoogRE, gerindra prabowo saya mendukung dan akan memilih anda dalam pemilu https   t co k31sxoogre,gerindra prabowo saya dukung dan akan pilih anda dalam milu https t co k31sxoogre,,gerindra prabowo saya dukung dan akan pilih anda dalam milu https t co k31sxoogre,5,Positif
"Props to anies masih bawa isu gender. Tapi menurut gw untuk tema ini gender doang mah masih cetek. Bisa jg jadi evaluasi buat debat capres selanjutnya (mudah2an msh ada pemilu) buat komposisi tema yg gk packed bgt. Karena tema debat ini PACKED bgt, jd gk maksimal per sub tema",props to anies masih bawa isu gender  tapi menurut gw untuk tema ini gender doang mah masih cetek  bisa jg jadi evaluasi buat debat capres selanjutnya  mudah2an msh ada pemilu  buat komposisi tema yg gk packed bgt  karena tema debat ini packed bgt  jd gk maksimal per sub tema,props to anies masih bawa isu gender tapi turut gw untuk tema ini gender doang mah masih cetek bisa jg jadi evaluasi buat debat capres lanjut mudah2an msh ada milu buat komposisi tema yg gk packed bgt karena tema debat ini packed bgt jd gk maksimal per sub tema,,props to anies masih bawa isu gender tapi turut gw untuk tema ini gender doang mah masih cetek bisa jg jadi evaluasi buat debat capres lanjut mudah2an msh ada milu buat komposisi tema yg gk packed bgt karena tema debat ini packed bgt jd gk maksimal per sub tema,10,Positif
percaya beliau bisa menang di pemilu yg akan datang guys  Ganjar Menang Total Semua Kerja Semua Murah,percaya beliau bisa menang di pemilu yg akan datang guys  ganjar menang total semua kerja semua murah,percaya beliau bisa menang di milu yg akan datang guys ganjar menang total semua kerja semua murah,,percaya beliau bisa menang di milu yg akan datang guys ganjar menang total semua kerja semua murah,16,Positif
"@Miduk17 Sudahlah.... Sudahi gundah gulana mu, selesaikan kegalauanmu.  Sambut Pemilu dengan damai ☺✌", miduk17 sudahlah     sudahi gundah gulana mu  selesaikan kegalauanmu   sambut pemilu dengan damai   ,miduk17 sudah sudah gundah gulana mu selesai galau sambut milu dengan damai,,miduk17 sudah sudah gundah gulana mu selesai galau sambut milu dengan damai,-12,Negatif
Pemilu 2024:beberapa masalah pembiayaan pendidikan yang ditanggung pemerintah tak begitu berat ketika kesejahteraan obyek atau pelaku pendidik kesejahteraan cukup.,pemilu 2024 beberapa masalah pembiayaan pendidikan yang ditanggung pemerintah tak begitu berat ketika kesejahteraan obyek atau pelaku pendidik kesejahteraan cukup ,milu 2024 beberapa masalah biaya didik yang tanggung perintah tak begitu berat ketika sejahtera obyek atau laku didik sejahtera cukup,,milu 2024 beberapa masalah biaya didik yang tanggung perintah tak begitu berat ketika sejahtera obyek atau laku didik sejahtera cukup,4,Positif
"ini gmn ngejelasinny ke ibuku yaaa, ya allah tolong bantu ibuku ganti pilihan nnti pas hari H pemilu😭",ini gmn ngejelasinny ke ibuku yaaa  ya allah tolong bantu ibuku ganti pilihan nnti pas hari h pemilu ,ini gmn ngejelasinny ke ibu yaaa ya allah tolong bantu ibu ganti pilih nnti pas hari h milu,,ini gmn ngejelasinny ke ibu yaaa ya allah tolong bantu ibu ganti pilih nnti pas hari h milu,8,Positif
"Terlepas dari hiruk pikuk debat terakhir yang ternyata ga sesuai ekspektasi,"" gue bangga banget sama @cravingchocoo dengan usaha dia buat edukasi dan menyebarkan informasi soal pemilu ini https://t.co/b6mp1aKIKY""",terlepas dari hiruk pikuk debat terakhir yang ternyata ga sesuai ekspektasi   gue bangga banget sama  cravingchocoo dengan usaha dia buat edukasi dan menyebarkan informasi soal pemilu ini https   t co b6mp1akiky ,lepas dari hiruk pikuk debat akhir yang nyata ga sesuai ekspektasi gue bangga banget sama cravingchocoo dengan usaha dia buat edukasi dan sebar informasi soal milu ini https t co b6mp1akiky,,lepas dari hiruk pikuk debat akhir yang nyata ga sesuai ekspektasi gue bangga banget sama cravingchocoo dengan usaha dia buat edukasi dan sebar informasi soal milu ini https t co b6mp1akiky,4,Positif
OH apakah aku harus mengikuti saran mrs. ashika 5 tahun lalu untuk pemilu kali ini🥲,oh apakah aku harus mengikuti saran mrs  ashika 5 tahun lalu untuk pemilu kali ini ,oh apakah aku harus ikut saran mrs ashika 5 tahun lalu untuk milu kali ini,,oh apakah aku harus ikut saran mrs ashika 5 tahun lalu untuk milu kali ini,1,Positif
"#sedulurkpubanyumas #temanpemilih 9 hari lagi menuju Pemilu Tahun 2024, jangan lupa datang ke TPS dan gunakan hak pilihmu pada 14 Februari 2024.  #kpubanyumas #kpumelayani #pemilu2024 https://t.co/Z8c59Kf1tD", sedulurkpubanyumas  temanpemilih 9 hari lagi menuju pemilu tahun 2024  jangan lupa datang ke tps dan gunakan hak pilihmu pada 14 februari 2024    kpubanyumas  kpumelayani  pemilu2024 https   t co z8c59000f1td,sedulurkpubanyumas temanpemilih 9 hari lagi tuju milu tahun 2024 jangan lupa datang ke tps dan guna hak pilih pada 14 februari 2024 kpubanyumas kpumelayani pemilu2024 https t co z8c59000f1td,,sedulurkpubanyumas temanpemilih 9 hari lagi tuju milu tahun 2024 jangan lupa datang ke tps dan guna hak pilih pada 14 februari 2024 kpubanyumas kpumelayani pemilu2024 https t co z8c59000f1td,-5,Negatif
"Close statement Abah @aniesbaswedan 😭💐🦉☝🏻  Abahhh, apapun hasilnya nanti, abah tetap dan akan selalu menjadi yang terbaik di hati kami. Terimakasih telah memberi warna baru di pemilu kali ini Abah.   #debatcapres2024 #AniesFinalStage #AMIN https://t.co/jDIBHOXKy9",close statement abah  aniesbaswedan        abahhh  apapun hasilnya nanti  abah tetap dan akan selalu menjadi yang terbaik di hati kami  terimakasih telah memberi warna baru di pemilu kali ini abah     debatcapres2024  aniesfinalstage  amin https   t co jdibhoxky9,close statement abah aniesbaswedan abahhh apa hasil nanti abah tetap dan akan selalu jadi yang baik di hati kami terimakasih telah beri warna baru di milu kali ini abah debatcapres2024 aniesfinalstage amin https t co jdibhoxky9,,close statement abah aniesbaswedan abahhh apa hasil nanti abah tetap dan akan selalu jadi yang baik di hati kami terimakasih telah beri warna baru di milu kali ini abah debatcapres2024 aniesfinalstage amin https t co jdibhoxky9,12,Positif
"@Itsmevioo_ @menghubungimu @pajerockk @txtdrimedia Padahal pemilu bakal damai² aja kalo nggak ada dari elit politik yg membawa narasi menjelekkan orang lain. Gara² itu berdampak juga ke pendukungnya pada ikut menjelekkan, menghina orang lain. Sampai menghakimi Hak pilih orang².", itsmevioo   menghubungimu  pajerockk  txtdrimedia padahal pemilu bakal damai  aja kalo nggak ada dari elit politik yg membawa narasi menjelekkan orang lain  gara  itu berdampak juga ke pendukungnya pada ikut menjelekkan  menghina orang lain  sampai menghakimi hak pilih orang  ,itsmevioo hubung pajerockk txtdrimedia padahal milu bakal damai aja kalo nggak ada dari elit politik yg bawa narasi jelek orang lain gara itu dampak juga ke dukung pada ikut jelek hina orang lain sampai hakim hak pilih orang,,itsmevioo hubung pajerockk txtdrimedia padahal milu bakal damai aja kalo nggak ada dari elit politik yg bawa narasi jelek orang lain gara itu dampak juga ke dukung pada ikut jelek hina orang lain sampai hakim hak pilih orang,-45,Negatif
Jokes pemilu tuh lucu lucu smua😭😭😭,jokes pemilu tuh lucu lucu smua   ,jokes milu tuh lucu lucu smua,,jokes milu tuh lucu lucu smua,6,Positif
Hal yang paling disyukuri di pemilu ini :  Keluarga pada melek semua soal track record capres - cawapres baik keluarga emak sama bapak. Alias sama semua pilihannya.,hal yang paling disyukuri di pemilu ini    keluarga pada melek semua soal track record capres   cawapres baik keluarga emak sama bapak  alias sama semua pilihannya ,hal yang paling syukur di milu ini keluarga pada melek semua soal track record capres cawapres baik keluarga emak sama bapak alias sama semua pilih,,hal yang paling syukur di milu ini keluarga pada melek semua soal track record capres cawapres baik keluarga emak sama bapak alias sama semua pilih,21,Positif
mendekati pemilu jd banyak bgt rapatnya kerjaan gue😞,mendekati pemilu jd banyak bgt rapatnya kerjaan gue ,dekat milu jd banyak bgt rapat kerja gue,,dekat milu jd banyak bgt rapat kerja gue,-1,Negatif
Pengen bodoamat sm pemilu tp gak bisaaa KARENA GUE BAKAL KERJA 😭😭😭😭😭🙏🙏🙏🙏🙏,pengen bodoamat sm pemilu tp gak bisaaa karena gue bakal kerja           ,ken bodoamat sm milu tp gak bisaaa karena gue bakal kerja,,ken bodoamat sm milu tp gak bisaaa karena gue bakal kerja,-6,Negatif
Itu nagita bukan sih. Kukira rafi dan keluarganya bakal gak nunjukin keberpihakannya selama pemilu ini,itu nagita bukan sih  kukira rafi dan keluarganya bakal gak nunjukin keberpihakannya selama pemilu ini,itu nagita bukan sih kira rafi dan keluarga bakal gak nunjukin pihak lama milu ini,,itu nagita bukan sih kira rafi dan keluarga bakal gak nunjukin pihak lama milu ini,-11,Negatif
Rangkaian debat sudah selesai .. selamat kepada smua Paslon...yuk lanjutkan tahapan pemilu damai..tanpa kebencian dan hasutan serta tanpa hoaks...,rangkaian debat sudah selesai    selamat kepada smua paslon   yuk lanjutkan tahapan pemilu damai  tanpa kebencian dan hasutan serta tanpa hoaks   ,rangkai debat sudah selesai selamat kepada smua paslon yuk lanjut tahap milu damai tanpa benci dan hasut serta tanpa hoaks,,rangkai debat sudah selesai selamat kepada smua paslon yuk lanjut tahap milu damai tanpa benci dan hasut serta tanpa hoaks,-2,Negatif
"@udarmaw Pilpres mas, pilihan presiden, pemilu pemilihan umum, luberjurdil langsung umum bersih jujur adil", udarmaw pilpres mas  pilihan presiden  pemilu pemilihan umum  luberjurdil langsung umum bersih jujur adil,udarmaw pilpres mas pilih presiden milu pilih umum luberjurdil langsung umum bersih jujur adil,,udarmaw pilpres mas pilih presiden milu pilih umum luberjurdil langsung umum bersih jujur adil,14,Positif
"Terkejut,... di closing statement , Pak @ganjarpranowo malah ngulangin pernyataan lawan debatnya paslon Nomor 2 pada Pemilu 2019",terkejut     di closing statement   pak  ganjarpranowo malah ngulangin pernyataan lawan debatnya paslon nomor 2 pada pemilu 2019,kejut di closing statement pak ganjarpranowo malah ngulangin nyata lawan debat paslon nomor 2 pada milu 2019,,kejut di closing statement pak ganjarpranowo malah ngulangin nyata lawan debat paslon nomor 2 pada milu 2019,-4,Negatif
"udah mo pemilu, prabowo cuci tangan 😂",udah mo pemilu  prabowo cuci tangan  ,udah mo milu prabowo cuci tangan,,udah mo milu prabowo cuci tangan,4,Positif
"Repost @KpuPurworejo  #TemanPemilih, 9 hari lagi menuju Pemilu Tahun 2024.  Jangan lupa gunakan hak pilih kamu dengan datang ke TPS tanggal 14 Februari 2024!  #KPUMelayani #PemiluSerentak2024 https://t.co/Y6WA8NL3M2",repost  kpupurworejo   temanpemilih  9 hari lagi menuju pemilu tahun 2024   jangan lupa gunakan hak pilih kamu dengan datang ke tps tanggal 14 februari 2024    kpumelayani  pemiluserentak2024 https   t co y6wa8nl3m2,repost kpupurworejo temanpemilih 9 hari lagi tuju milu tahun 2024 jangan lupa guna hak pilih kamu dengan datang ke tps tanggal 14 februari 2024 kpumelayani pemiluserentak2024 https t co y6wa8nl3m2,,repost kpupurworejo temanpemilih 9 hari lagi tuju milu tahun 2024 jangan lupa guna hak pilih kamu dengan datang ke tps tanggal 14 februari 2024 kpumelayani pemiluserentak2024 https t co y6wa8nl3m2,-4,Negatif
"ko aheng ga mau update aja apa ya, biar timeline isinya muka dia bukan pemilu 😓",ko aheng ga mau update aja apa ya  biar timeline isinya muka dia bukan pemilu  ,ko aheng ga mau update aja apa ya biar timeline isi muka dia bukan milu,,ko aheng ga mau update aja apa ya biar timeline isi muka dia bukan milu,-21,Negatif
ASN Harus NeNetral dalam Pemilu 2024 https://t.co/tsKugdAZPb,asn harus neNetral dalam pemilu 2024 https   t co tskugdazpb,asn harus neNetral dalam milu 2024 https t co tskugdazpb,,asn harus neNetral dalam milu 2024 https t co tskugdazpb,0,Netral
